N2	0.001988	126.2	33.9439	0.04	28.0135
CO2	0.022246	304.19	73.7646	0.225	44.0098 
C1	0.010392	190.6	46.0015	0.008	16.0429 
C2	0.061417	305.4	48.8387	0.098	30.0698 
C3-C4	0.063418	394.521	39.8483	0.15845	51.374 
C5-C6	0.081342	483.845	33.1578	0.24871	75.7158 
C7-C9	0.108514	570.697	30.0487	0.32946	98.134 
C10-C14	0.187289	611.278	29.7148	0.330049	117.97 
C15-C19	0.266403	684.722	24.258	0.411079	158.431 
C20	0.196991	754.265	16.5846	0.72855	331.231
